kn_individu_national,dc_sexe_id,annee_naissance0,dc_nationalite,dc_lblnationalite,kn_idcartevisite,dc_titre,dc_accroche,dc_etatcartevisite_id,dc_rome_id,dc_appellationrome_id,dn_dureecontratmin,dn_dureecontratmax,dn_remuneration,dc_unitesalaire_id,dd_datemodifemploirech,dc_domainemetier_id,dc_qualificationmetier_id,dc_lblqualificationmetier,dn_dureeexperience,dc_uniteduree_experience_id,dc_uniteduree_travail_id,dn_mobilitehabitation,dc_unitemobilite_hab_id,kd_datemodification_cv,libre_1,libre_2,libre_3,libre_4,libre_5,libre_6,libre_7,libre_8,libre_9,libre_10,savoir_1,savoir_2,savoir_3,savoir_4,savoir_5,savoiretre_1,savoiretre_2,savoiretre_3,savoirfaire_1,savoirfaire_2,savoirfaire_3,savoirfaire_4,savoirfaire_5,langue_1,langue_2,langue_3,permis_1,permis_2,permis_3,kc_nationalite,kc_qualificationmetier
19dd0f40172d7a20d0694a061feee48ef73f4e0c75ebe0008228e65c39f962fd,F,1982,1,FRANCAISE,72b7ce454504c21aec23d0be44007a6e4561513f8a0a7c302ca325e0ede7ecbb,Préparatrice de commandes,Je suis une personne sérieuse et rigoureuse l'organisation est primordiale pour moi J'ai acquis une conscience professionnelle soutenue sachant travailler aussi bien de façon autonome qu' en équipe et m'adaptant facilement et rapidement J'ai également appris à utiliser des programmes informatiques spécifiques pour la gestion de stocks ou le suivi de produits,3,N1103,17993,,,10.25,H,2021-10-12T12:35:17.000Z,,6,Employé qualifié,4,AN,,30,MN,2021-11-09T01:55:59.485Z,Inventaires,,,,,,,,,,Gestes et postures de manutention,,,,,,,,Contrôler la conformité d'un produit,,,,,,,,,,,1,6
7fab2f9ba2354183a275180b322c46d1738bbbafb8c1f06ee7a9baba1970efc1,F,1993,1,FRANCAISE,95dafd61d1ce26ece2365f2c7af7ce97b2fd1cf10165af4c180672683a51aee0,Employée polyvalente,Recherche contrat de travail à temps partiel Dynamique et motivée plusieurs expèriences dans la vente et la restauration cuisine et salle,3,D1106,20560,,,11.03,H,2020-09-15T08:07:54.000Z,,6,Employé qualifié,1,AN,,15,MN,2021-11-02T10:27:08.994Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
f5eabb53e39be0c35bbabcf49129266937c90f392daede223a3458b976bf0f71,M,1989,1,FRANCAISE,2d222cbe1e74c5ed723fe95be727b967a7f0c1d2302300f90441251808cd99c4,Personnel d'étage,Ayant de l'expérience dans ce domaine notamment le nettoyage des chambres sanitaires passer l'aspirateur laver les vitres repasser et ranger du textile entretenir des locaux je souhaite intégrer une entreprise qui me permettrait de mettre mon savoir-faire en action,3,G1502,10752,,,10.48,H,2021-10-27T09:42:22.000Z,,5,Employé non qualifié,1,MO,,20,KM,2021-11-13T11:35:15.520Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5
9df2904f0635b1ee1e0845e0ff7e19e42d6b7d438428594e66979379da39f939,F,1955,1,FRANCAISE,cda3090eaa954650d0743bb8ebece71de6622ce5e958e7804d72a6179f25e81e,GARDE D'ENFANT A DOMICILE DE PLUS DE 3 ANS,Certificat de compétences de citoyen de sécurité civile délivré par la Croix-Rouge française le 20 Juin 2015 Patiente sens des responsabilités organisée consciencieuse non fumeuse,3,K1303,15196,,,10.15,H,2020-05-15T11:52:46.000Z,,5,Employé non qualifié,3,AN,,10,KM,2021-11-14T08:44:53.504Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5
53318dae5eab178b95e2755434486ed1ba60cb627ac91f857b11581275d626aa,M,1991,1,FRANCAISE,c947834a5bff09c341ab73ee4cd0a2ebb928dd585e0272ffa96282f24d51c8c4,commercial,Vendeur depuis plus de 7 ans je suis titulaire d'un BEP vente d'un baccalauréat commerce européen d'un diplôme de vendeur agenceur cuisine et salle de bain et récement d'un titre professionnel de commercial,5,D1211,38494,0,0,10.0,H,2021-06-25T09:20:26.000Z,,6,Employé qualifié,4,MO,MO,40,KM,2021-06-26T00:57:33.924Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
5e47746ebfecf94940ba093e3868bf4b0f3e001cb02f6a278d1995df80fbd220,M,1989,33,TUNISIENNE,b9e7ef000df0dddc90f5a47cd895bfed5d218e8a34aa48839187f36174f467aa,Producteur exécutif cinéma d'animation,7 and d'expérience dans la production de dessin animé aillant suivi une formation artistique puis travailler sur plusieurs postes comme compositing artite assistant réalisateur motion design et directeur de studio producteur exécutif en dernier poste occupé,3,L1302,18103,0,0,7500.0,M,2021-10-15T10:25:45.000Z,,9,Cadre,5,AN,MO,40,MN,2021-10-15T14:38:58.714Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,9
2fa0e57cf559d2e09ce937fe05c143eb4250fb080416a67ea3c25a67b15ed39f,M,1997,1,FRANCAISE,735171cf128b2fd6ca91c117a2e430c674b416d1e95ec6c0e056afcacd9a0c58,Préparateur de commandes,Sérieux ponctuel rigoureux et organisé je suis à la recherche d'un emploi qui me permettra d'acquérir de l'expérience,3,N1103,17993,,,1700.0,H,2020-05-04T09:58:51.000Z,,9,Cadre,4,AN,,40,MN,2021-11-13T07:10:19.303Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9
a9e87ebc45e59561755577ff0dbd333c59055165d75a45869b1ea3060e2f5c3e,F,1972,1,FRANCAISE,e4b1965a0ac054b76d6cda8f00cafe6322759825c861d13664cedbb71a1b83fb,Chargée de projets scientifiques dans le domaine des sciences de la vie et de la médecine,Je recherche un poste senior dans des fonctions d appui à la recherche biomédicale où mes capacités rédactionnelles et organisationnelles et mon expérience de 10 ans soient employées J aime seconder des directeurs trices d unité laboratoire institut chercheurs cliniciens afin de les aider à la prise de décision en leur préparant des dossiers complexes en rédigeant des notes de synthèse,3,K1404,11816,,,3700.0,M,2021-07-06T20:36:45.000Z,,9,Cadre,9,AN,,30,MN,2021-09-30T22:04:23.557Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9
309ea11a521a21a1c5624d2ac1ed5a2d58f87649b34824ba3e8d690209c90e33,M,1959,1,FRANCAISE,00759f69f9194e67d00330c4a89103926f827f6fac40756bf312cdf440e340ca,Magasinier,Après une formation d'agent de prestation logistique je souhaite vous apporter toutes mes compétences,5,N1103,16276,,,,,2018-05-23T07:08:35.000Z,,,,,,,,,2021-03-19T12:33:08.054Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
523bb4ab06b9be38e4e3b0cef74da0c1680b3a47b1e4deba3a7cfcbb92713b60,M,1992,1,FRANCAISE,7c87e2231f4b1c89754ea39bd446fd3fdda70c719101edfaf84c75e7abdd6a6c,serveur barman,Je suis une personne très souriant qui a envie très dynamique j'accepte tout type de contrat Je suis très ponctuelle qui manque pas les heure de travail je suis aussi sociable cela me permet d'avoir de faciliter de parler a la clientèle,3,G1801,19426,,,10.15,H,2021-07-18T00:57:07.497Z,,5,Employé non qualifié,8,AN,,50,KM,2021-07-18T00:57:07.503Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5
348e2befb037f779f6a21a8f76a503980c20fa838c373e8a7ebc362fd736df3b,F,1990,49,AUTRE AFRICAIN,70a0fbcbcb9e1de4fade7abf29dc1323fd8bbcc53fa2fe53abb3ab2b27e661f8,VENDEUSE DANS LA GRANDE DISTRIBUTION PRÉPARATRICE DE COMMANDE EN CONDITIONNEMENT,j'ai travaillé dans le domaine de la grande distribution plus précisément chez Leclerc et aussi dans bien d'autres enseignes tel que GEODIS chez CULTURA en tant que préparation de commande dans le conditionnement et aussi vendeuse en prêt à porter,3,D1214,20613,0,6,1488.0,M,2021-07-05T08:36:25.000Z,,5,Employé non qualifié,8,AN,MO,20,MN,2021-07-05T08:37:00.125Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,5
a375be33a4dcf7ded15ae73c3df7109426cac922ec00e22a48196568ed681d5c,F,1998,,,7203516d3a301968d7d91e5ef78ee46952f00afa4dbe473ca77faed637652afc,Autodidacte polyvalente,Dynamique bienveillante efficiente pugnace j'ai à cœur de découvrir partager avancer Le sens de l'écoute l'attrait pour la langue de Molière me stimulent dans chacune des missions que j'entreprends De la communication à la gestion de projet du bénévolat à l'entrepreneuriat être rédactrice de contenus conseillère en création d'entreprise vendeuse ou que sais-je me voici,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9be3f483bf8cfd42d14e56e649b38985a5bfa5c0aaea4adca58d319efb26d3f,M,1995,1,FRANCAISE,f7a546e3bdbaadbc37882f2fe716360cba805c4d82f30279278cc91cf2686e7b,Vendeur d'équipements sportifs et éducateur sportif,De retour dans la région drômoise au mois de novembre je suis passionné et pratiquant du sport de haut niveau Je sais par mes compétences acquises être au service de la clientèle,3,D1211,20552,,,,,2017-11-16T23:00:00.000Z,,,,3,AN,,,,2021-05-01T12:24:18.875Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
87823178a7a87a50ed5ee7edc325d25e89624afad26f3ccf0b5dacb8167799f3,M,1992,98,ROUMAINE,5fd6d06dae01844d36d08952ce5cfc7fa50e02993e4ebda02d389c6e15e35112,Agent e manoeuvre conduite d'engins lourds de manutention,Maitrise de java Esprit de équipe,3,N1104,10522,,,,M,2020-06-29T07:00:00.000Z,,,,2,AN,,30,KM,2021-11-09T14:35:49.568Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,
00ae0e21d9be041c3d70936b7d627e26c440ae9cc0bd742b99b0aafc57773453,F,1990,1,FRANCAISE,56dbef9f86c81ba21be62ebf4277daa19d48ab561405f2da8866c6fb2165b47a,Secrétaire administrative aide comptable,Autonome rigoureuse organisée esprit d'équipe,3,M1203,11213,,,1600.0,M,2021-10-07T07:12:56.000Z,,6,Employé qualifié,2,AN,,40,MN,2021-10-07T07:13:18.817Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
a57170ff62c108892993604edec9183f1c6b9f3bdc7768d7560765a9beabd2f9,F,1967,31,ALGERIENNE,ef1a0110532dbcd2cc9f747ba6d7a883937750586726ce9691ab81dc85c513ec,AUXILIAIRE DE VIE EN STRUCTURE,Évoluant dans ce métier depuis de nombreuses années je possède une expérience spécifique auprès des personnes âgées Je suis une personne dynamique consciencieuse rigoureuse et proche de la personne âgée Libre de suite j' attends votre appel,3,K1302,11453,,,,M,2019-02-13T15:12:12.000Z,,,,7,AN,,5,KM,2021-04-16T14:37:30.714Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,
587884eb91dbaa0d9608b061d93825684c8d4decbe32d1ad5684f6040eb1158e,F,1988,1,FRANCAISE,c0d7d3ad8b6ec70fbf712cf80f48bebc64246db294456231c81a27480c0c73c6,EMPLOYE LIBRE SERVICE,organisée et dynamique dans mon travail,3,D1507,38125,0,0,10.25,M,2021-04-28T07:51:06.000Z,,,,,,MO,10,KM,2021-06-17T17:03:47.300Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
7542c2c56fdd51ac81e85b9b46792187ef3c4eb1af45fc5360f994301e7318fd,F,1998,1,FRANCAISE,9d7d3dc4aa8945d298127f517ecfbfb8b7e751fe265874f2e490799e7f1b676d,Employée administrative 1 an et demi d'expérience,J ai terminé mon contrat CDD le 10 septembre 2021 à la Montagne Je recherche un emploi dans l'administratif en CDI de préférence pour me permettre d'avoir de la stabilisation dans ma vie quotidienne et ainsi me lancer dans divers projets notamment personnels,3,M1602,14748,,,12.0,H,2021-02-15T11:34:42.000Z,,7,Technicien dessinateur,1,AN,,30,MN,2021-10-28T00:32:50.998Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7
5acc0710b3282bcf00246879c36b352c6c4161c06663d625d989aaa3fd00e34c,M,1984,1,FRANCAISE,216f901a693c70d1ec88367359dd58bbe1581fa0568c12df8b5e180f22286458,Boulanger,Obtention du CAP Boulanger en Octobre 2020,3,D1102,11573,0,0,10.25,H,2021-03-23T09:04:03.000Z,,3,"Ouvrier qualifié (P1, P2)",1,AN,MO,30,MN,2021-07-31T10:53:43.369Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3
c342770348810b6b4a4041df726209016621920ae5c8ff0944b1e04e28d4a83f,M,1997,1,FRANCAISE,814f29f5d5dd606368419533ab70988c9925743514fb4ce2374b2a8196f38d12,Agent d accueil administratif préfecture de Strasbourg,2 ans d expérience à la préfecture de Strasbourg en tant qu agent d accueil et du point numérique permis de conduire et certificat d'immatriculation Durant ces 2 ans j ai pu me rendre compte que j avais une aisance relationnelle ce qui m as permis de l enrichir davantage et de mener au mieux cette mission j ai donc envie de continuer dans milieu afin d apporter mes qualités,5,M1601,10372,,,1300.0,M,2020-07-01T22:49:42.000Z,,5,Employé non qualifié,8,MO,,1,H,2021-10-19T00:52:13.931Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5
3974cb0758750c98cb9523d4ce828b47ef6bb5b3fa025b35f39a5a9d07400679,F,1974,1,FRANCAISE,f8a9b9057100f8937107b815a93ef0b6b8b26f17cfe27ebcd2e50a2cf01fa13b,decoratrice,15 d'expériences Harmonie de styles et de coloris materiaux,5,F1102,13903,,,50000.0,A,2021-01-26T06:58:37.000Z,,9,Cadre,8,AN,,45,MN,2021-05-18T06:16:28.492Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9
938926b8e5ffcdec8b4aaa81ad9c409686232f017866f3bb90ab134da5e737ae,M,1984,1,FRANCAISE,07fdd336f173fc15f27dbfd4528cd3c183a3298fd1ba321c9c288ea310cd43d2,Commercial Sédentaire Sénior Business Developper Avant-Vente,J ai acquis une expérience enrichissante qui me permet dès à présent d adapter mon discours à différents types d interlocuteurs grands comptes responsables d entreprises PME PMI TPE intermédiaires et clients Mon rôle a pu dépasser celui de commercial pur En effet dans certains cas j ai été amené à collaborer avec les services marketing et communication pour proposer mes idées,3,D1402,11376,,,2200.0,M,2019-07-19T09:37:02.000Z,,9,Cadre,3,AN,,45,MN,2021-10-19T03:19:22.703Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9
c06af5ab8f3a37a198a12ffa4e9a4bc3d7c97fee90ac5c05df0db5ce004fbd1f,F,1996,1,FRANCAISE,76d390ac4fff701f558317f9ee8db9a44a00fdef43e651cccb9aba51acb7e88b,Conseillère en transaction,3 années d'expérience et de formation en tant que conseillère en transaction,5,C1504,10744,,,3000.0,M,2021-09-21T09:47:26.000Z,,6,Employé qualifié,3,AN,,30,MN,2021-09-21T09:47:30.890Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
f54a1cb2546e464cf30ecdd3340b2377dfed3253992af5c1e6355c0e3ff32094,F,1976,1,FRANCAISE,8e1a3b0d1f3ed9c0d54d9e3837390c292beb2caedf56d01d71e3265c6a7411f3,Experte Recrutement Talent Acquisition 15 ans d 'expérience avec une volonté d 'accompagner les processus et stratégies recrutement en entreprise,conseil accompagnement stratégies conduite du changement marketing RH recrutement et sourcing,3,M1502,19166,,,60000.0,A,2021-10-15T07:56:11.000Z,,9,Cadre,6,AN,,30,MN,2021-10-15T07:56:11.509Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9
47dc2d15f484b6e6fa3c2ede3db84105157286208c997f562e765f004e90ac1f,M,1972,1,FRANCAISE,1e2e0f54c3eba8e541d888c3dcf365b3f9790e8478d8cf1a685c01d5ca779ca1,AGENT DE SECURITE,Je possède 10 ans d'expériences dans ce métier Je suis autonome impliqué et actuellement disponible,3,K2503,10599,1,12,10.25,H,2021-06-16T14:26:15.000Z,,6,Employé qualifié,10,AN,MO,45,MN,2021-06-17T02:00:30.545Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
d956420f1edab434615e9406cfce97d057f161f932c39f83b8ebd780fe5554d0,F,1989,44,IVOIRIENNE,11ce3d655ac171f8aaee1e175a0eef8d471d3ed0ac81917950252932b55846aa,AGENT DE SERVICE HOSPITALIER,Disponible immédiatement Possibilité horaires décalés,3,G1603,14813,,,,,2018-01-14T12:39:35.000Z,,,,5,AN,,,,2021-05-06T12:07:17.547Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,
f2ed7c8bb6bce7072b73fc2594280d8da9cc4b0aa43d40996bc1f55bb1a1172a,F,1995,1,FRANCAISE,df67251c31d648904d5ce903fb80acad40f6311ce01cde38fec71eebe4b6eec9,Esthéticien Esthéticienne,Actuellement chez ESTHER MARIO pour obtenir le CAP esthétique cosmétique parfumerie en Juin 2018 Je recherche un travail dans ce domaine Dynamique souriante ambitieuse,3,D1208,14890,,,11.0,H,2021-10-18T14:14:11.000Z,,6,Employé qualifié,5,MO,,1,H,2021-10-18T14:35:32.362Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
ee6034c7d194b0ef4d6c3bff47f7f945c040000ff9f8d5ecbde13d61358621ad,F,1977,1,FRANCAISE,ca2481a994ad4c773569c32200b10d109b4e020dfea6f3f8705d4243a44a96ab,Assistante Commerciale et Administrative,De mon expérience en immobilier ou j'ai acquis un savoir-faire qui est transférable de par mes compétences acquises Mon objectif est collaborer avec l'entreprise tout en la valorisant Mes atouts je parle couramment le portugais et l'espagnol qui est un plus dans une zone frontalière,3,M1607,19364,,,1600.0,M,2021-08-10T10:09:00.000Z,,6,Employé qualifié,17,AN,,20,MN,2021-08-28T13:17:27.022Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
0db9e1ee4576b8bf5c28ac0c54d6d38d2458cc8d72f78cd5cabafb287b51b183,F,1983,29,AUTRE EUROPEEN,7395403b04436932875a1828e5ee1995d9175f999e72c6fb9e74b96627a8927c,Vendeuse,15 ans d'expérience dans une épicerie en tant que vendeuse,3,D1507,14811,,,10.25,H,2021-03-12T11:44:53.000Z,,5,Employé non qualifié,17,AN,,30,MN,2021-03-12T11:44:53.232Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,5
802eb418cd841b8822adc42e58f2bacd34536d7227f79be481228b1e533f1769,F,1995,1,FRANCAISE,03c33651b4ee21aa140cac05c8aeaf633b63528e463daee45a9d20d011e878f6,Web designer Graphiste web,Titulaire d un diplôme en tant que Chef de projet multimédia à Digital Campus je maîtrise la Suite Adobe ainsi que les différents langages de programmation tels que HTML et CSS mais aussi quelque CMS Prestashop Shopify Wix Wordpress Je suis une personne très impliquée dans n importe quel projet que l on me donne j aime donner mon avis afin d y montrer d autres perspectives d approche,3,E1205,20726,,,28000.0,A,2021-05-26T07:52:52.000Z,,5,Employé non qualifié,4,AN,,40,MN,2021-10-08T02:59:22.943Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5
c31c1115cf9e55eb65b9801218b9817d75287d527987b5526744ee81910e2b0c,F,1996,1,FRANCAISE,0d5596cfd03e7b5d9390ccb39d119cb8f6a0f4eb4a440d6fa4070edb9e081571,Employé Libre Service,Je me permet de postuler dans votre entreprise avant de pouvoir subvenir à vos besoins et pouvoir répondre à vos attentes,3,M1607,19368,,,10.15,M,2021-07-13T13:32:46.000Z,,6,Employé qualifié,0,,,1,H,2021-10-05T00:44:24.155Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
af99347743f2406241100f30773cb79f67a8aefa4316e1ff849d2e955d84489f,M,1958,1,FRANCAISE,c26eb3aee0d1a988d2a3c901600ad2c6ad5ec385e542f2e39626c84c898efacf,CHEF DES VENTES,30 ANS D'EXPERIENCE EN IMMOBILIER,3,D1406,12499,0,0,46000.0,A,2021-07-26T08:28:27.000Z,,9,Cadre,20,AN,MO,20,KM,2021-07-26T08:28:31.812Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9
1a8c61f927298bb156e4693131304f3ce840bfe783ae3e46894740b2f9e4e5be,M,1980,43,SENEGALAISE,ea9561b13b179a1b08aa21133c7131189721026afeff5113b3153d42a4b3f1da,Agent de sécurité incendie Auto entrepreneur,Je suis agent de sécurité et auto entrepreneur actuellement je souhaite developper mon activité commerciale,3,K2502,12337,,,2000.0,M,2019-08-08T15:43:49.000Z,,5,Employé non qualifié,2,AN,,1,H,2021-03-04T11:17:40.965Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,5
724ca42c4f56cad591b19b05851e0c858b588be79fae733afde5674e7c16e2bf,F,1978,1,FRANCAISE,7b2757bc724c13404c289a07a8393c132791fd275396bc84b32cbeea67e78126,Conseiller agricole,Après une vingtaine d' années au sein de l'exploitation familiale suivies d'une formation en exploitation bovins allaitants je souhaite exercer mes compétences dans le domaine agricole au plus près des exploitants afin de leur apporter une aide concrète et du conseil,3,A1302,19652,,,10.03,H,2021-10-05T04:45:26.589Z,,6,Employé qualifié,19,AN,,50,MN,2021-10-05T04:45:26.594Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
2f7754338a264ee1f508c14eb3ac5ee8f8a3b79cf6d2cccf8075edddd711e4e3,F,1961,1,FRANCAISE,5367911a2c73c8ba6db40ba39796ac907ad9c273887d04daed0e7e4a8a13ca90,Standardiste confirmée,j'ai 32 ans d'expériences en tant que standardiste et hôtesse d'accueil dans une entreprise de presse Je suis professionnelle et impliquée et c'est un poste que j'affectionne,5,M1601,19518,0,0,2000.0,M,2021-07-03T14:44:49.824Z,,6,Employé qualifié,32,AN,MO,10,KM,2021-07-07T02:21:49.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
873e078e4a4e09a24d2b2d301b2b6bf02769c2eafa17c0495642a1c7c23076a9,F,1993,49,AUTRE AFRICAIN,e4692de51a8d9c5dd88044028fc4cd2f9f4744a2546f1bc6993c7ed8e0876bd8,Commise de cuisine 4 ans d'expérience en tant que traiteur autonome,4 ans d'expérience et maîtrise dans la cuisine comorienne Toujours en quête d'apprendre d'avantage sur les savoir-faire de l'univers culinaire,3,G1602,12756,0,0,10.5,H,2021-11-03T04:10:54.715Z,,5,Employé non qualifié,4,AN,MO,15,KM,2021-11-03T04:10:54.729Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,5
84cfd6be5c57418cfd86e72754748307b796e36a0cb7b121f7503051a8a1aad5,F,1981,1,FRANCAISE,893f6fed817c6aeabc021418f1509fdf215cef3375a53d26cacd3eddebdd4255,Expériences et formations variées pluridisciplinarité Objectif postes de Maîtresse de Maison,Ponctuelle rigoureuse et menant à bien les missions établies,3,K1305,28965,0,0,10.83,H,2021-10-29T07:08:44.000Z,,5,Employé non qualifié,1,AN,MO,15,KM,2021-11-13T01:56:24.459Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5
bdd93f29f4756cd217759807debd01a345473167b8d68051d476b9aa3ca966ce,F,1975,1,FRANCAISE,4d6fde115cff1699ebc159bd9b80c1c0867ed2f8f3f1b13529dfb5591c5b2959,Responsable de la communication,RESPONSABLE COMMUNICATION EXTERNE ON et OFF LINE Media Hors media Digital Relations presse,3,E1103,18725,,,,,2018-05-31T22:00:00.000Z,,,,5,AN,,,,2021-07-05T09:14:52.715Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
756ed833104b23de8c61c553ca9359aa2bd9ee53955b3228d5649c77a93e8513,F,1990,1,FRANCAISE,98eeb5f3aa3b2e26e1d4c60cb2dd7c30fc9d08676f5eeb20602eff7e55baeb07,Agent administratif,Ayant lu avec attention votre ore d'Agent administratif je tiens par ce courrier à vous faire part de mon vif intérêt pour ce poste dans votre entreprise Les responsabilités proposées sont très intéressantes et la diversité des missions correspond à mes compétences,3,K1301,10856,0,0,1600.0,M,2021-10-21T09:45:13.000Z,,6,Employé qualifié,5,AN,MO,1,H,2021-10-23T00:29:42.375Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
6dd1e723fe501d425f413c9916f74614553d64cddf4dc8f9a461c4f835af0b52,M,2001,1,FRANCAISE,d61744206dc25c9e1e47f4fc7819edc041517a2d54220ed8f60e1dc88a886819,Vendeur emploie service,Je suis disponible tout le temps travailler les weekend et jours férie ne pose aucun problème,3,D1211,20515,,,,,2019-11-27T08:24:49.000Z,,5,Employé non qualifié,,,,,,2021-01-19T08:52:39.717Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5
e7c1a64e1ff4d41ffb0f666bdc8f8680fa7b5dfda48e640522c5ce5470dacbef,M,1990,1,FRANCAISE,a0a38ff3e3ee2f697acd1c9735ccb9f05229ba0ae2f0c9be216a64bb62af3abb,Chef de rang confirmé,1O ans d'expérience Bilingue anglais,3,G1803,12274,,,2500.0,M,2021-10-02T21:40:11.772Z,,6,Employé qualifié,10,AN,,30,MN,2021-10-02T21:40:11.778Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
3ed8af7739dfa2ae97e998a80f4210510fa3b5193be20333f4b5fe7038172ac2,F,1980,,,a9034e75ac0d9c4883c6b529770819d0d06e6df9e72bfd81ae1bfd7c9a5a433a,Chauffeur livreur VL 2 mois expérience,Sens relationnel réactivité et adaptabilité organisation et rigueur sens de l orientation et mémorisation,3,N4105,11999,,,,M,,,5,Employé non qualifié,2,MO,,20,MN,2021-01-04T10:02:55.834Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
5b7e86ea5f32fa7e73cbd9a11c2b0c57bc2eb586c029d7de20373fb376ad0bf3,M,1966,1,FRANCAISE,99a5dfcebf6c42d6f10656d4702349429440d6ec94e568c98743e1e00b7e7e85,manutentionnaire,Grande expérience dans différents secteurs d'activités,3,H3302,10406,,,2200.0,M,2021-01-20T07:37:56.000Z,,6,Employé qualifié,13,AN,,30,KM,2021-01-21T08:35:24.463Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
1a599c4049c809a4ac03c073dbbbd9e96f6460c01abf64b7fe2c4e328c13a876,M,1968,1,FRANCAISE,d0f6663199a9bda62786bda6438d42ca8e5b54823d48d2dda219c5ecf85372ec,Monteur opérateur en construction automobile,Expérience significative dans le secteur automobile,3,H2909,17448,,,,,2018-05-23T08:06:48.000Z,,,,5,AN,,,,2021-08-29T18:44:18.532Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
740bb1e2a1241b84bfeca374ff6ebc896bf69be82a348826872b69f326d12310,M,2000,,,75655b05dcc0d761c8218d1014c233d838beb2b66f2f77740e6946a16e75e678,Jeune homme de 20 ans recherchant un emplois stage en logistique,Motivés a rentrés dans la vie active je souhaite acquérir des compétences et gagner en expérience en entreprises particulièrement dans le domaine de la logistique Je sait bien utiliser les outils informatiques et a un niveaux décent en anglais,5,N1103,10479,,,,M,2020-11-27T11:59:52.000Z,,,,,,,10,KM,2021-07-07T02:22:20.754Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a413b343fb4ed30eb0a0d909e7b4a1593131485e448b8ac5c143f50688c40fd6,M,1986,1,FRANCAISE,ac7d8245670fd85c5f71cdf2812a343d1e3c315b15dee20b815d1a4b7f7e13ec,employé libre service,plusieurs expériences dans la mise en rayon je recherche un emploi dans ce domaine mais suis également disponible pour de l entretien de locaux,3,I1203,10672,,,,,2018-02-10T05:44:30.000Z,,,,,,,,,2021-07-20T09:15:52.115Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
1f5ac1b77577f3aa03cc44e5dc6174dca21d985a00203d4d8f3dd7de3d6283f7,M,1983,1,FRANCAISE,2b5d0f9545f7507c4b736be0657b4313dff968c9bf0207b762b02815d34044f4,Electricité Terciaire et Dépannage,Je suis électricien de métier et je souhaite me reconvertir dans l'immobilier Suite à l'achat puis à la rénovation totale de deux biens je suis actuellement sur le point de vendre mon premier bien et faire du bénéfice Cette expérience me donne l'envie de recommencer avec un nouveau projet financé par le gain du premier Non vendu mais en cours,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
